bank_reference,settlement_id,amount,transaction_date,bank_status
BANKREF300940,SETL200940,2154.62,2026-08-11,CREDITED
BANKREF300941,SETL200941,33505.04,2026-08-11,CREDITED
BANKREF300942,SETL200942,21949.76,2026-08-21,CREDITED
BANKREF300943,SETL200943,18974.22,2026-08-07,CREDITED
BANKREF300944,SETL200944,37269.06,2026-08-14,CREDITED
BANKREF300945,SETL200945,30119.92,2026-08-23,CREDITED
BANKREF300946,SETL200946,48417.53,2026-08-12,CREDITED
BANKREF300947,SETL200947,31714.9,2026-08-14,CREDITED
BANKREF300948,SETL200948,22094.49,2026-08-18,CREDITED
BANKREF300949,SETL200949,13220.56,2026-08-19,CREDITED
BANKREF300950,SETL200950,26688.05,2026-08-05,CREDITED
BANKREF300951,SETL200951,40878.89,2026-08-07,CREDITED
BANKREF300952,SETL200952,43661.85,2026-08-06,CREDITED
BANKREF300953,SETL200953,13721.0,2026-08-09,CREDITED
BANKREF300954,SETL200954,1589.75,2026-08-18,CREDITED
BANKREF300955,SETL200955,1239.12,2026-08-19,CREDITED
BANKREF300956,SETL200956,4327.2,2026-08-03,CREDITED
BANKREF300957,SETL200957,11143.26,2026-08-14,CREDITED
BANKREF300958,SETL200958,9794.55,2026-08-19,CREDITED
BANKREF300959,SETL200959,6046.21,2026-08-21,CREDITED
BANKREF300960,SETL200960,56950.22,2026-08-06,CREDITED
BANKREF300961,SETL200961,40957.5,2026-08-08,CREDITED
BANKREF300962,SETL200962,25001.82,2026-08-19,CREDITED
BANKREF300963,SETL200963,7764.22,2026-08-06,CREDITED
BANKREF300964,SETL200964,19661.38,2026-08-06,CREDITED
BANKREF300965,SETL200965,40285.53,2026-08-17,CREDITED
BANKREF300966,SETL200966,41096.83,2026-08-16,CREDITED
BANKREF300967,SETL200967,1321.09,2026-08-18,CREDITED
BANKREF300968,SETL200968,8867.34,2026-08-15,CREDITED
BANKREF300969,SETL200969,4258.9,2026-08-09,CREDITED
BANKREF300970,SETL200970,42412.53,2026-08-11,CREDITED
BANKREF300971,SETL200971,21070.25,2026-08-22,CREDITED
BANKREF300972,SETL200972,45225.67,2026-08-06,CREDITED
BANKREF300973,SETL200973,13840.69,2026-08-07,CREDITED
BANKREF300974,SETL200974,40075.12,2026-08-08,CREDITED
BANKREF300975,SETL200975,44904.59,2026-08-19,CREDITED
BANKREF300976,SETL200976,29107.34,2026-08-11,CREDITED
BANKREF300977,SETL200977,57943.82,2026-08-06,CREDITED
BANKREF300978,SETL200978,26069.47,2026-08-04,CREDITED
BANKREF300979,SETL200979,29118.31,2026-08-07,CREDITED
BANKREF300980,SETL200980,33726.79,2026-08-18,CREDITED
BANKREF300981,SETL200981,33311.25,2026-08-08,CREDITED
BANKREF300982,SETL200982,29142.91,2026-08-15,CREDITED
BANKREF300984,SETL200984,20418.28,2026-08-21,CREDITED
BANKREF300985,SETL200985,6108.97,2026-08-19,CREDITED
BANKREF300987,SETL200987,51259.48,2026-08-06,CREDITED
BANKREF300988,SETL200988,2653.9,2026-08-16,CREDITED
BANKREF300989,SETL200989,1668.64,2026-08-18,CREDITED
BANKREF300990,SETL200990,33458.98,2026-08-13,CREDITED
BANKREF300991,SETL200991,40855.25,2026-08-09,CREDITED
BANKREF300992,SETL200992,36303.39,2026-08-14,CREDITED
BANKREF300993,SETL200993,49590.87,2026-08-20,CREDITED
BANKREF300994,SETL200994,17728.85,2026-08-21,CREDITED
BANKREF300995,SETL200995,35071.14,2026-08-11,CREDITED
BANKREF300996,SETL200996,12664.27,2026-08-05,CREDITED
BANKREF300997,SETL200997,38842.37,2026-08-13,CREDITED
BANKREF300998,SETL200998,36689.25,2026-08-17,CREDITED
BANKREF300999,SETL200999,36898.4,2026-08-24,CREDITED
