settlement_id,transaction_id,gross_amount,fee,tax,net_amount,settlement_date,status
SETL200675,TXN100675,43399.71,946.11,170.3,42283.3,2026-08-19,SETTLED
SETL200677,TXN100677,6227.25,95.28,17.15,6114.82,2026-08-04,SETTLED
SETL200678,TXN100678,12523.7,270.01,48.6,12205.09,2026-08-17,SETTLED
SETL200679,TXN100679,39646.31,952.55,171.46,38887.89,2026-08-18,SETTLED
SETL200681,TXN100681,28349.52,433.75,78.08,27837.69,2026-08-22,SETTLED
SETL200682,TXN100682,47757.85,1041.12,187.4,46529.33,2026-08-03,SETTLED
SETL200683,TXN100683,50150.16,767.3,138.11,48762.49,2026-08-04,SETTLED
SETL200684,TXN100684,11772.89,286.37,51.55,11434.97,2026-08-18,SETTLED
SETL200685,TXN100685,44893.45,1077.95,194.03,43621.47,2026-08-22,SETTLED
SETL200686,TXN100686,53028.03,1272.37,229.03,51526.63,2026-08-07,SETTLED
SETL200687,TXN100687,39623.15,863.78,155.48,38603.89,2026-08-19,SETTLED
SETL200688,TXN100688,33229.84,724.41,130.39,32375.04,2026-08-12,SETTLED
SETL200689,TXN100689,36700.6,800.07,144.01,35756.52,2026-08-20,SETTLED
SETL200690,TXN100690,21920.51,491.02,88.38,21341.11,2026-08-16,SETTLED
SETL200691,TXN100691,58985.91,1264.3,227.57,57776.96,2026-08-21,SETTLED
SETL200692,TXN100692,13281.96,228.45,41.12,13012.39,2026-08-12,SETTLED
SETL200693,TXN100693,2745.31,42.0,7.56,2695.75,2026-08-13,SETTLED
SETL200695,TXN100695,34443.99,526.99,94.86,23119.68,2026-08-20,SETTLED
SETL200696,TXN100696,29552.45,526.03,94.69,28931.73,2026-08-20,SETTLED
SETL200697,TXN100697,43981.97,943.21,169.78,42868.98,2026-08-20,SETTLED
SETL200698,TXN100698,21201.85,462.2,83.2,20656.45,2026-08-15,SETTLED
SETL200699,TXN100699,38216.28,819.83,147.57,37248.88,2026-08-22,SETTLED
SETL200700,TXN100700,19499.33,419.29,32.59,19047.45,2026-08-20,SETTLED
SETL200701,TXN100701,40581.3,870.44,156.68,39554.18,2026-08-14,SETTLED
SETL200702,TXN100702,26200.17,450.64,81.12,25668.41,2026-08-14,SETTLED
SETL200703,TXN100703,28813.35,440.84,79.35,28293.16,2026-08-08,SETTLED
SETL200704,TXN100704,30358.48,730.57,131.5,29496.41,2026-08-06,SETTLED
SETL200705,TXN100705,24021.47,386.94,69.65,23564.88,2026-08-20,SETTLED
SETL200706,TXN100706,4762.82,81.92,14.75,4666.15,2026-08-15,SETTLED
SETL200707,TXN100707,40468.98,619.18,111.45,39738.35,2026-08-15,SETTLED
SETL200708,TXN100708,20999.23,457.78,82.4,20459.05,2026-08-29,SETTLED
SETL200709,TXN100709,37579.34,602.51,108.45,36868.38,2026-08-22,SETTLED
SETL200710,TXN100710,45585.16,811.42,146.06,44627.68,2026-08-04,SETTLED
SETL200711,TXN100711,52190.76,929.0,167.22,51094.54,2026-08-11,SETTLED
SETL200712,TXN100712,27278.66,611.04,109.99,26557.63,2026-08-02,SETTLED
SETL200713,TXN100713,33012.24,567.81,102.21,32342.22,2026-08-10,SETTLED
SETL200714,TXN100714,22908.1,492.23,88.6,22327.27,2026-08-18,SETTLED
SETL200715,TXN100715,17398.81,374.33,67.38,16957.1,2026-08-21,SETTLED
SETL200716,TXN100716,23624.39,361.45,65.06,23197.88,2026-08-10,SETTLED
SETL200717,TXN100717,1635.16,25.02,4.5,1605.64,2026-08-22,SETTLED
SETL200718,TXN100718,54280.39,830.49,149.49,53300.41,2026-08-17,SETTLED
SETL200719,TXN100719,12333.07,219.53,39.52,12074.02,2026-08-16,SETTLED
SETL200720,TXN100720,55375.07,952.45,171.44,54251.18,2026-08-11,SETTLED
SETL200721,TXN100721,1593.15,28.36,5.1,1559.69,2026-08-13,SETTLED
SETL200722,TXN100722,59761.67,1027.9,185.02,58548.75,2026-08-19,SETTLED
SETL200723,TXN100723,53478.92,1283.15,230.97,51964.8,2026-08-02,SETTLED
SETL200724,TXN100724,39587.44,951.14,171.21,38465.09,2026-08-04,SETTLED
SETL200725,TXN100725,14801.47,358.76,64.58,14378.13,2026-08-06,SETTLED
SETL200726,TXN100726,32762.91,525.93,94.67,32142.31,2026-08-08,SETTLED
SETL200727,TXN100727,18885.4,336.16,60.51,18488.73,2026-08-18,SETTLED
SETL200728,TXN100728,19391.02,345.16,62.13,18983.73,2026-08-19,SETTLED
SETL200729,TXN100729,50451.59,1099.84,197.97,49153.78,2026-08-06,SETTLED
SETL200730,TXN100730,57691.17,1383.82,249.09,56058.26,2026-08-11,SETTLED
SETL200731,TXN100731,46856.92,834.05,117.2,45905.67,2026-08-05,SETTLED
SETL200732,TXN100732,35983.46,618.92,111.41,35253.13,2026-08-09,SETTLED
SETL200733,TXN100733,41444.41,634.1,114.14,40696.17,2026-08-17,SETTLED
SETL200734,TXN100734,11446.6,249.54,44.92,11152.14,2026-08-14,SETTLED
SETL200735,TXN100735,13963.25,240.17,43.23,13679.85,2026-08-15,SETTLED
SETL200736,TXN100736,44670.82,768.34,138.3,43764.18,2026-08-08,SETTLED
SETL200737,TXN100737,52094.18,833.3,149.99,51110.89,2026-08-17,SETTLED
SETL200738,TXN100738,25939.56,446.16,80.31,25413.09,2026-08-03,SETTLED
SETL200739,TXN100739,36884.54,886.54,159.58,35838.42,2026-08-20,SETTLED
SETL200740,TXN100740,27370.77,418.77,75.38,27160.04,2026-08-03,SETTLED
SETL200741,TXN100741,11796.1,254.44,45.8,11495.86,2026-08-16,SETTLED
SETL200742,TXN100742,10405.95,170.45,30.68,10204.82,2026-08-11,SETTLED
SETL200743,TXN100743,49878.66,798.07,143.65,48936.94,2026-08-16,SETTLED
SETL200744,TXN100744,46834.5,833.65,150.06,46077.67,2026-08-19,SETTLED
SETL200745,TXN100745,27494.0,489.39,88.09,26916.52,2026-08-08,SETTLED
SETL200746,TXN100746,41657.19,908.13,163.46,40585.6,2026-08-07,SETTLED
SETL200747,TXN100747,42520.49,650.56,117.1,41752.83,2026-08-22,SETTLED
SETL200748,TXN100748,23031.38,409.96,73.79,22547.63,2026-08-14,SETTLED
SETL200749,TXN100749,10146.38,180.61,32.51,9933.26,2026-08-06,SETTLED
SETL200750,TXN100750,18916.34,423.73,76.27,18416.34,2026-08-16,SETTLED
SETL200751,TXN100751,53963.24,1042.6,187.67,52732.97,2026-08-08,SETTLED
SETL200752,TXN100752,30108.84,483.73,87.07,29951.39,2026-08-17,SETTLED
SETL200753,TXN100753,27497.44,442.21,79.6,26975.63,2026-08-16,SETTLED
SETL200754,TXN100754,52988.99,911.41,164.05,51913.53,2026-08-10,SETTLED
SETL200755,TXN100755,11497.98,404.84,72.87,11020.27,2026-08-03,SETTLED
SETL200756,TXN100756,20201.11,452.5,81.45,19667.16,2026-08-04,SETTLED
SETL200757,TXN100757,10099.45,179.77,32.36,9887.32,2026-08-11,SETTLED
SETL200758,TXN100758,45085.42,721.86,129.93,44233.63,2026-08-13,SETTLED
SETL200759,TXN100759,22429.88,488.97,88.01,21852.9,2026-08-14,SETTLED
SETL200760,TXN100760,7760.38,138.13,0,7622.25,2026-08-10,SETTLED
SETL200761,TXN100761,36917.2,634.98,114.3,36167.92,2026-08-05,SETTLED
SETL200762,TXN100762,36726.25,882.76,158.9,35684.59,2026-08-12,SETTLED
SETL200763,TXN100763,37050.25,659.49,118.71,36272.05,2026-08-17,SETTLED
SETL200764,TXN100764,48574.83,777.34,139.92,47657.57,2026-08-21,SETTLED
SETL200765,TXN100765,7533.32,163.21,29.38,7340.73,2026-08-16,SETTLED
SETL200766,TXN100766,25135.45,605.74,109.03,24420.68,2026-08-12,SETTLED
SETL200767,TXN100767,38616.79,828.4,149.11,37639.28,2026-08-11,SETTLED
SETL200768,TXN100768,30648.03,686.52,123.57,29837.94,2026-08-12,SETTLED
SETL200769,TXN100769,24064.93,524.62,94.43,23445.88,2026-08-20,SETTLED
SETL200770,TXN100770,20165.63,346.85,62.43,20021.95,2026-08-12,SETTLED
SETL200771,TXN100771,9745.48,159.95,28.79,9556.74,2026-08-16,SETTLED
SETL200772,TXN100772,34114.09,764.16,137.55,33212.38,2026-08-13,SETTLED
SETL200773,TXN100773,4439.68,96.79,17.42,4325.47,2026-08-06,SETTLED
SETL200774,TXN100774,37777.4,1121.13,201.8,36454.47,2026-08-07,SETTLED
SETL200775,TXN100775,42463.34,951.18,171.21,41340.95,2026-08-12,SETTLED
SETL200776,TXN100776,5664.47,140.38,25.27,5752.18,2026-08-09,SETTLED
SETL200777,TXN100777,7177.76,127.76,23.0,7027.0,2026-08-03,SETTLED
SETL200778,TXN100778,48042.0,1030.1,185.42,46826.48,2026-08-18,SETTLED
SETL200779,TXN100779,44080.24,705.88,127.06,43247.3,2026-08-18,SETTLED
SETL200780,TXN100780,49417.24,756.08,136.09,48525.07,2026-08-18,SETTLED
SETL200781,TXN100781,27832.42,597.61,107.57,27127.24,2026-08-18,SETTLED
SETL200782,TXN100782,41379.61,887.52,159.75,40332.34,2026-08-21,SETTLED
SETL200783,TXN100783,6634.62,143.98,25.92,6464.72,2026-08-11,SETTLED
SETL200784,TXN100784,19592.38,336.99,60.66,19194.73,2026-08-08,SETTLED
SETL200786,TXN100786,1407.77,21.54,3.88,1382.35,2026-08-21,SETTLED
SETL200787,TXN100787,32780.46,563.82,101.49,32115.15,2026-08-19,SETTLED
SETL200788,TXN100788,34657.94,776.34,139.74,33741.86,2026-08-07,SETTLED
SETL200789,TXN100789,3518.21,60.94,10.97,3446.3,2026-08-02,SETTLED
SETL200790,TXN100790,23324.18,523.08,94.15,22706.95,2026-08-04,SETTLED
SETL200791,TXN100791,19090.22,416.17,74.91,18599.14,2026-08-08,SETTLED
SETL200792,TXN100792,34283.46,550.11,99.02,33895.05,2026-08-04,SETTLED
SETL200793,TXN100793,14285.81,232.14,41.79,14011.88,2026-09-02,SETTLED
SETL200794,TXN100794,11409.51,277.69,49.98,11081.84,2026-08-12,SETTLED
SETL200795,TXN100795,4389.23,95.93,17.27,4276.03,2026-08-05,SETTLED
SETL200797,TXN100797,24638.32,376.97,67.85,24193.5,2026-08-05,SETTLED
SETL200798,TXN100798,32198.36,892.2,160.6,31145.56,2026-08-14,SETTLED
SETL200799,TXN100799,58446.56,1040.35,187.26,57218.95,2026-08-14,SETTLED
SETL200800,TXN100800,47166.68,1132.28,203.81,45830.59,2026-08-15,SETTLED
SETL200801,TXN100801,39925.43,710.67,127.92,39086.84,2026-08-04,SETTLED
SETL200802,TXN100802,35733.71,546.73,39.55,35147.43,2026-08-16,SETTLED
SETL200803,TXN100803,57375.07,1285.2,231.34,55858.53,2026-08-04,SETTLED
SETL200804,TXN100804,29910.56,652.05,117.37,29141.14,2026-08-03,SETTLED
SETL200805,TXN100805,45546.12,976.69,175.8,44393.63,2026-08-06,SETTLED
SETL200806,TXN100806,37126.54,892.32,126.22,36108.0,2026-08-16,SETTLED
SETL200807,TXN100807,55150.85,1235.38,222.37,53693.1,2026-08-15,SETTLED
SETL200808,TXN100808,36883.7,791.31,142.44,35949.95,2026-08-18,SETTLED
SETL200809,TXN100809,22468.76,482.83,86.91,21899.02,2026-08-19,SETTLED
SETL200810,TXN100810,51744.25,791.69,142.5,50810.06,2026-08-02,SETTLED
SETL200811,TXN100811,42850.53,934.14,168.15,41748.24,2026-08-14,SETTLED
SETL200812,TXN100812,28754.85,511.84,92.13,28150.88,2026-08-13,SETTLED
SETL200813,TXN100813,17664.02,314.42,56.6,17237.78,2026-08-06,SETTLED
SETL200814,TXN100814,58511.01,1403.41,252.61,56854.99,2026-08-06,SETTLED
SETL200815,TXN100815,27536.46,490.15,88.23,26958.08,2026-08-15,SETTLED
SETL200816,TXN100816,13931.58,303.71,54.67,13573.2,2026-08-15,SETTLED
SETL200817,TXN100817,42871.73,737.39,47.87,42086.47,2026-08-10,SETTLED
SETL200818,TXN100818,58704.89,1258.28,226.49,57220.12,2026-08-20,SETTLED
SETL200819,TXN100819,57723.4,922.8,166.1,56634.5,2026-08-04,SETTLED
SETL200820,TXN100820,31258.5,502.01,90.36,30666.13,2026-08-18,SETTLED
SETL200821,TXN100821,38024.44,609.59,109.73,37305.12,2026-08-04,SETTLED
SETL200823,TXN100823,34650.94,555.95,100.07,33994.92,2026-08-15,SETTLED
SETL200824,TXN100824,2601.91,46.31,8.34,2547.26,2026-08-21,SETTLED
SETL200825,TXN100825,37943.35,813.99,146.52,36982.84,2026-08-20,SETTLED
SETL200826,TXN100826,48629.3,1089.3,196.07,47343.93,2026-08-21,SETTLED
SETL200827,TXN100827,8045.87,123.1,22.16,7900.61,2026-08-04,SETTLED
SETL200828,TXN100828,16875.42,378.01,68.04,16429.37,2026-08-10,SETTLED
SETL200830,TXN100830,11258.15,184.0,33.12,11041.03,2026-08-25,SETTLED
SETL200831,TXN100831,50338.05,896.02,161.28,49280.75,2026-08-15,SETTLED
SETL200832,TXN100832,13045.98,232.22,41.8,8436.71,2026-08-13,SETTLED
SETL200833,TXN100833,28108.89,500.34,90.06,27518.49,2026-08-17,SETTLED
SETL200834,TXN100834,41168.84,988.94,178.01,40001.89,2026-08-14,SETTLED
SETL200835,TXN100835,1205.85,33.82,6.09,1165.94,2026-08-16,SETTLED
SETL200836,TXN100836,6293.18,136.67,24.6,6131.91,2026-08-19,SETTLED
SETL200837,TXN100837,20430.56,457.64,82.38,19890.54,2026-08-10,SETTLED
SETL200838,TXN100838,46502.49,744.39,133.99,45624.11,2026-08-09,SETTLED
SETL200839,TXN100839,40824.23,889.97,101.86,39832.4,2026-08-07,SETTLED
SETL200840,TXN100840,1211.7,18.54,3.34,1189.82,2026-08-05,SETTLED
SETL200841,TXN100841,15487.82,346.93,62.45,15078.44,2026-08-03,SETTLED
SETL200842,TXN100842,56341.08,1207.7,217.39,54578.85,2026-08-08,SETTLED
SETL200843,TXN100843,39555.48,950.38,171.07,38434.03,2026-08-22,SETTLED
SETL200844,TXN100844,15573.48,277.21,49.9,15246.37,2026-08-16,SETTLED
SETL200845,TXN100845,46276.87,1036.6,186.59,45053.68,2026-08-12,SETTLED
SETL200846,TXN100846,46737.8,1046.93,188.45,45302.73,2026-08-14,SETTLED
SETL200848,TXN100848,38906.25,692.53,124.66,38089.06,2026-08-05,SETTLED
SETL200849,TXN100849,37030.99,636.93,114.65,36279.41,2026-08-05,SETTLED
SETL200850,TXN100850,4838.71,105.55,19.0,4714.16,2026-08-20,SETTLED
SETL200851,TXN100851,53842.49,1154.23,207.76,52480.5,2026-08-06,SETTLED
SETL200852,TXN100852,40044.05,858.94,154.61,39030.5,2026-08-10,SETTLED
SETL200853,TXN100853,31165.29,668.94,120.41,30375.94,2026-08-17,SETTLED
SETL200854,TXN100854,32637.66,499.36,89.88,32048.42,2026-08-02,SETTLED
SETL200855,TXN100855,20339.66,443.4,79.81,19816.45,2026-08-11,SETTLED
SETL200856,TXN100856,32310.26,704.36,126.78,31907.65,2026-08-12,SETTLED
SETL200857,TXN100857,33491.29,596.14,107.31,32787.84,2026-08-14,SETTLED
SETL200858,TXN100858,53839.41,1291.76,232.52,52315.13,2026-08-22,SETTLED
SETL200859,TXN100859,8826.61,390.16,70.23,8366.22,2026-08-08,SETTLED
SETL200860,TXN100860,23631.67,380.74,68.53,23182.4,2026-08-19,SETTLED
SETL200861,TXN100861,58011.16,927.38,166.93,56916.85,2026-08-02,SETTLED
SETL200863,TXN100863,44592.56,793.75,142.88,43655.93,2026-08-09,SETTLED
SETL200864,TXN100864,39402.98,631.51,113.67,38657.8,2026-08-17,SETTLED
SETL200865,TXN100865,1354.73,24.11,4.34,869.18,2026-08-22,SETTLED
SETL200866,TXN100866,49159.11,941.5,169.47,48048.14,2026-08-05,SETTLED
SETL200867,TXN100867,48364.99,739.98,133.2,47491.81,2026-08-15,SETTLED
SETL200868,TXN100868,7687.75,167.59,30.17,7489.99,2026-08-20,SETTLED
SETL200869,TXN100869,45971.56,790.71,98.84,45082.01,2026-08-20,SETTLED
SETL200870,TXN100870,45574.23,811.22,146.02,44616.99,2026-08-07,SETTLED
SETL200871,TXN100871,14996.85,352.79,63.5,14580.56,2026-08-20,SETTLED
SETL200872,TXN100872,1430.0,25.45,4.58,1399.97,2026-08-17,SETTLED
SETL200873,TXN100873,55605.15,989.77,178.16,39288.91,2026-08-22,SETTLED
SETL200874,TXN100874,12766.53,227.24,40.9,12498.39,2026-08-22,SETTLED
SETL200875,TXN100875,56316.33,968.64,174.36,55173.33,2026-08-21,SETTLED
SETL200876,TXN100876,36916.96,591.98,106.56,36218.42,2026-08-04,SETTLED
SETL200877,TXN100877,771.92,23.45,4.22,744.25,2026-08-09,SETTLED
SETL200878,TXN100878,51832.5,1129.95,203.39,50499.16,2026-08-19,SETTLED
SETL200879,TXN100879,16947.38,291.49,52.47,16603.42,2026-08-08,SETTLED
SETL200880,TXN100880,10991.27,179.76,32.36,10779.15,2026-08-03,SETTLED
SETL200881,TXN100881,12970.59,290.54,52.3,12955.32,2026-08-10,SETTLED
SETL200882,TXN100882,55529.25,1190.33,214.26,54124.66,2026-08-07,SETTLED
SETL200883,TXN100883,4716.14,72.16,12.99,4630.99,2026-08-09,SETTLED
SETL200885,TXN100885,44396.0,763.61,137.45,43494.94,2026-08-08,SETTLED
SETL200886,TXN100886,53484.09,1146.56,206.38,52131.15,2026-08-06,SETTLED
SETL200887,TXN100887,8616.07,187.83,33.81,8394.43,2026-08-08,SETTLED
SETL200888,TXN100888,20485.53,352.35,63.42,20069.76,2026-08-03,SETTLED
SETL200889,TXN100889,8621.84,193.13,34.76,8393.95,2026-08-16,SETTLED
SETL200890,TXN100890,13581.29,296.07,53.29,13231.93,2026-08-11,SETTLED
SETL200891,TXN100891,5645.22,366.78,66.02,5212.42,2026-08-18,SETTLED
SETL200892,TXN100892,17110.67,277.06,49.87,16783.74,2026-08-15,SETTLED
SETL200893,TXN100893,26337.8,574.16,103.35,25660.29,2026-08-09,SETTLED
SETL200894,TXN100894,58820.95,1410.82,253.95,57156.18,2026-08-03,SETTLED
SETL200895,TXN100895,32101.74,772.23,139.0,31190.51,2026-08-17,SETTLED
SETL200896,TXN100896,14810.43,240.49,43.29,14526.65,2026-08-19,SETTLED
SETL200897,TXN100897,21825.14,388.49,69.93,21366.72,2026-08-09,SETTLED
SETL200898,TXN100898,40307.62,645.89,116.26,39288.79,2026-08-07,SETTLED
SETL200899,TXN100899,52514.84,934.76,168.26,51411.82,2026-08-21,SETTLED
SETL200900,TXN100900,51692.77,1108.23,116.94,50467.6,2026-08-04,SETTLED
SETL200901,TXN100901,25841.18,578.84,104.19,25158.15,2026-08-10,SETTLED
SETL200902,TXN100902,37417.09,572.48,103.05,36741.56,2026-08-12,SETTLED
SETL200903,TXN100903,7102.51,153.99,27.72,7249.41,2026-08-13,SETTLED
SETL200904,TXN100904,33865.11,518.14,93.27,33253.7,2026-08-08,SETTLED
SETL200905,TXN100905,39117.78,598.5,107.73,38411.55,2026-08-20,SETTLED
SETL200906,TXN100906,53927.02,1175.61,211.61,52539.8,2026-08-18,SETTLED
SETL200907,TXN100907,4270.47,93.39,16.81,4160.27,2026-08-13,SETTLED
SETL200908,TXN100908,37446.6,600.4,108.07,36738.13,2026-08-04,SETTLED
SETL200909,TXN100909,23745.61,363.31,65.4,23316.9,2026-08-07,SETTLED
SETL200910,TXN100910,16918.59,301.15,54.21,16563.23,2026-08-06,SETTLED
SETL200911,TXN100911,17943.58,385.99,69.48,17488.11,2026-08-19,SETTLED
SETL200912,TXN100912,26909.67,648.14,116.67,26144.86,2026-08-22,SETTLED
SETL200913,TXN100913,1811.18,27.71,4.99,1778.48,2026-08-09,SETTLED
SETL200914,TXN100914,39517.75,861.49,93.53,38562.73,2026-08-12,SETTLED
SETL200915,TXN100915,18592.9,300.63,54.11,18238.16,2026-08-08,SETTLED
SETL200916,TXN100916,22628.19,364.79,65.66,22197.74,2026-08-11,SETTLED
SETL200917,TXN100917,27627.63,618.86,111.39,26897.38,2026-08-07,SETTLED
SETL200919,TXN100919,59629.5,1278.07,230.05,58121.38,2026-08-20,SETTLED
SETL200920,TXN100920,11477.55,250.21,45.04,11182.3,2026-08-19,SETTLED
SETL200921,TXN100921,9302.68,202.8,36.5,9063.38,2026-08-16,SETTLED
SETL200922,TXN100922,55265.82,845.57,152.2,54268.05,2026-08-14,SETTLED
SETL200923,TXN100923,9785.17,213.32,38.4,9732.53,2026-08-19,SETTLED
SETL200924,TXN100924,48074.78,855.73,154.03,31641.19,2026-08-16,SETTLED
SETL200925,TXN100925,40841.5,812.44,146.24,39882.82,2026-08-05,SETTLED
SETL200926,TXN100926,21764.92,351.06,63.19,21350.67,2026-08-12,SETTLED
SETL200927,TXN100927,46986.36,808.17,145.47,46032.72,2026-08-10,SETTLED
SETL200928,TXN100928,40785.27,653.49,117.63,40014.15,2026-08-04,SETTLED
SETL200929,TXN100929,19406.59,601.11,108.2,18697.28,2026-08-21,SETTLED
SETL200930,TXN100930,9302.78,227.34,40.92,9034.52,2026-08-15,SETTLED
SETL200931,TXN100931,17436.7,375.15,67.53,16994.02,2026-08-13,SETTLED
SETL200932,TXN100932,43807.27,753.49,135.63,43414.82,2026-08-16,SETTLED
SETL200933,TXN100933,43852.03,1053.06,189.55,42183.44,2026-08-15,SETTLED
SETL200934,TXN100934,28739.48,643.76,115.88,27979.84,2026-08-18,SETTLED
SETL200935,TXN100935,893.82,13.68,2.46,877.68,2026-08-22,SETTLED
SETL200936,TXN100936,42759.7,684.88,123.28,41951.54,2026-08-06,SETTLED
SETL200937,TXN100937,33455.08,749.39,134.89,32996.36,2026-08-03,SETTLED
SETL200938,TXN100938,2096.98,36.07,6.49,2054.42,2026-08-02,SETTLED
SETL200939,TXN100939,7888.53,130.43,23.48,7734.62,2026-08-11,SETTLED
SETL200940,TXN100940,2192.33,37.71,0,2154.62,2026-08-10,SETTLED
SETL200941,TXN100941,34151.69,548.01,98.64,33505.04,2026-08-10,SETTLED
SETL200942,TXN100942,22705.53,347.39,62.53,22295.61,2026-08-20,SETTLED
SETL200943,TXN100943,19521.03,463.4,83.41,18974.22,2026-08-06,SETTLED
SETL200944,TXN100944,38356.7,921.73,165.91,37269.06,2026-08-13,SETTLED
SETL200945,TXN100945,31075.06,475.45,85.58,30119.92,2026-08-22,SETTLED
SETL200946,TXN100946,49695.91,1083.37,195.01,48417.53,2026-08-11,SETTLED
SETL200947,TXN100947,32298.01,494.16,88.95,31714.9,2026-08-13,SETTLED
SETL200948,TXN100948,22694.34,508.35,91.5,22094.49,2026-08-17,SETTLED
SETL200949,TXN100949,13463.63,205.99,37.08,13220.56,2026-08-18,SETTLED
SETL200950,TXN100950,27899.24,671.79,120.92,26688.05,2026-08-04,SETTLED
SETL200951,TXN100951,41617.52,932.23,167.8,40517.49,2026-08-06,SETTLED
SETL200952,TXN100952,44795.38,960.62,172.91,43661.85,2026-08-05,SETTLED
SETL200953,TXN100953,18791.99,323.22,58.18,13721.0,2026-08-08,SETTLED
SETL200954,TXN100954,1618.98,24.77,4.46,1589.75,2026-08-17,SETTLED
SETL200955,TXN100955,2451.17,37.5,6.75,1239.12,2026-08-18,SETTLED
SETL200956,TXN100956,4441.72,97.05,17.47,4327.2,2026-08-02,SETTLED
SETL200957,TXN100957,11494.52,297.68,53.58,11143.26,2026-08-13,SETTLED
SETL200958,TXN100958,10053.16,219.16,39.45,9794.55,2026-08-18,SETTLED
SETL200959,TXN100959,6396.79,97.87,17.62,6281.3,2026-08-20,SETTLED
SETL200960,TXN100960,58428.0,1252.36,225.42,56950.22,2026-08-05,SETTLED
SETL200961,TXN100961,42038.91,916.45,164.96,40957.5,2026-08-07,SETTLED
SETL200962,TXN100962,25733.46,620.03,111.61,25001.82,2026-08-18,SETTLED
SETL200963,TXN100963,7855.12,171.24,30.82,7764.22,2026-08-05,SETTLED
SETL200964,TXN100964,20022.87,306.35,55.14,19661.38,2026-08-05,SETTLED
SETL200965,TXN100965,41379.27,926.9,166.84,40285.53,2026-08-16,SETTLED
SETL200966,TXN100966,59105.26,1323.96,238.31,41096.83,2026-08-15,SETTLED
SETL200967,TXN100967,1260.76,22.44,4.04,1234.28,2026-08-17,SETTLED
SETL200968,TXN100968,9030.37,138.16,24.87,8867.34,2026-08-14,SETTLED
SETL200969,TXN100969,4350.27,77.43,13.94,4258.9,2026-08-08,SETTLED
SETL200970,TXN100970,43649.43,1048.22,188.68,42412.53,2026-08-10,SETTLED
SETL200971,TXN100971,21687.79,523.34,94.2,21070.25,2026-08-21,SETTLED
SETL200972,TXN100972,46195.97,822.29,148.01,45225.67,2026-08-05,SETTLED
SETL200973,TXN100973,14233.9,333.23,59.98,13840.69,2026-08-06,SETTLED
SETL200974,TXN100974,40847.39,654.47,117.8,40075.12,2026-08-07,SETTLED
SETL200975,TXN100975,45730.2,699.67,125.94,44904.59,2026-08-18,SETTLED
SETL200976,TXN100976,29669.9,476.75,85.81,29107.34,2026-08-10,SETTLED
SETL200977,TXN100977,59447.34,1274.17,229.35,57943.82,2026-08-05,SETTLED
SETL200978,TXN100978,26832.09,646.29,116.33,26069.47,2026-08-03,SETTLED
SETL200979,TXN100979,29743.04,529.43,95.3,29118.31,2026-08-06,SETTLED
SETL200980,TXN100980,34346.89,525.51,94.59,33726.79,2026-08-17,SETTLED
SETL200981,TXN100981,33954.2,544.87,98.08,33311.25,2026-08-07,SETTLED
SETL200982,TXN100982,29934.12,670.52,120.69,29142.91,2026-08-14,SETTLED
SETL200983,TXN100983,19568.73,438.34,78.9,19051.49,2026-08-02,SETTLED
SETL200984,TXN100984,21258.17,711.77,128.12,20418.28,2026-08-20,SETTLED
SETL200985,TXN100985,6292.33,155.39,27.97,6108.97,2026-08-18,SETTLED
SETL200987,TXN100987,52201.93,798.69,143.76,51259.48,2026-08-05,SETTLED
SETL200988,TXN100988,2723.97,59.38,10.69,2653.9,2026-08-15,SETTLED
SETL200989,TXN100989,1713.94,38.39,6.91,1668.64,2026-08-17,SETTLED
SETL200990,TXN100990,34436.04,828.02,149.04,33458.98,2026-08-12,SETTLED
SETL200991,TXN100991,41606.41,636.58,114.58,40855.25,2026-08-08,SETTLED
SETL200992,TXN100992,37082.26,660.06,118.81,36303.39,2026-08-13,SETTLED
SETL200993,TXN100993,50502.64,772.69,139.08,49590.87,2026-08-19,SETTLED
SETL200994,TXN100994,18190.56,391.28,70.43,17728.85,2026-08-20,SETTLED
SETL200995,TXN100995,35715.95,546.45,98.36,35071.14,2026-08-10,SETTLED
SETL200996,TXN100996,12979.48,315.21,0,12664.27,2026-08-04,SETTLED
SETL200997,TXN100997,39975.67,960.42,172.88,38842.37,2026-08-12,SETTLED
SETL200998,TXN100998,37685.35,844.15,151.95,36689.25,2026-08-16,SETTLED
SETL200999,TXN100999,37856.71,812.13,146.18,36898.4,2026-08-23,SETTLED
